channel_id,id,title,url,date_added
UCsBjURrPoezykLs9EqgamOA,53,"Mojo Lang… a fast futuristic Python alternative",https://www.youtube.com/watch?v=V4gGJ7XXlC0,"2023-05-04 22:58:19"
UCpakYOycn3O5W5S50l-0VIg,54,"Байдена обвинили во взяточничестве. Повышение процентной ставки убивает экономику.",https://www.youtube.com/watch?v=GBQ6b8VZzpc,"2023-05-05 03:44:46"
UCWo4IA01TXzBeGJJKWHOG9g,55,"Social Media Has Made Us Narcissists — But There Is a Cure",https://www.youtube.com/watch?v=HQUWdUCWeq0,"2023-05-05 10:46:55"
UCybBViio_TH_uiFFDJuz5tg,56,"You Don’t Deserve What You Want | Stoic Philosophy",https://www.youtube.com/watch?v=AVGI2tdMTUA,"2023-05-05 10:46:55"
UCerQaVkZZmSAcMMPPz5tDZQ,57,"Просто заменим плохих русских на хороших и «Россия Наш». Гари Юрий Табах",https://www.youtube.com/watch?v=MwPjbLs1LQM,"2023-05-05 16:08:41"
UChU3lfZCyVKtVH2i10T31nw,58,"Шанс Только - Один! | Маргулан Сейсембаев",https://www.youtube.com/watch?v=yKEyHSox-g0,"2023-05-05 17:09:01"
UCybBViio_TH_uiFFDJuz5tg,59,"The Most Carefree Philosopher: Zhuangzi (Taoism)",https://www.youtube.com/watch?v=TM1LH9BtM9I,"2023-05-05 18:09:21"
UCrsLPlwxUInDoNubOP85EWQ,60,"Never install locally",https://www.youtube.com/watch?v=J0NuOlA2xDc,"2023-05-05 20:40:10"
UCDzVUXiTr3hClI-zzCWbYzg,61,"Minimax: How Computers Play Games",https://www.youtube.com/watch?v=SLgZhpDsrfc,"2023-05-05 21:40:31"
UCpakYOycn3O5W5S50l-0VIg,62,"Байдена обвинили во взяточничестве. Повышение процентной ставки убивает экономику.",https://www.youtube.com/watch?v=ed8pOd2SBRY,"2023-05-05 23:56:20"
UCVk4b-svNJoeytrrlOixebQ,63,"ThePrimeagen is a React Andy | Live Stream May 1st",https://www.youtube.com/watch?v=3KQtI9BPoJs,"2023-05-06 01:41:58"
UCerQaVkZZmSAcMMPPz5tDZQ,64,"Maria Maksakova & Gary Yuri Tabach | Interview with Colonel Roland Tiso (Ret.) past & current WARs",https://www.youtube.com/watch?v=Xb7BTSqy6Wg,"2023-05-06 05:00:33"
